ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
TGM4,-0.15299624987849025,5.368482247839064,-1.5948666134673284,0.11135566506037005,0.9999970699667557,-4.296135192178375
CRYZL1,0.0678266055652248,8.18464105215516,1.594406230320785,0.11145869458225298,0.9999970699667557,-4.2966169319213074
NEU3,-0.16252092379398775,6.373468687695025,-1.594388509385107,0.11146266187235329,0.9999970699667557,-4.296635472165882
OSBPL8,0.122559275168026,8.334677405456635,1.5931889576094345,0.11173147251233005,0.9999970699667557,-4.297890011188034
GFM1,-0.11644538265940341,8.486736826165554,-1.5930362045933477,0.11176574011600228,0.9999970699667557,-4.298049699493684
TPD52L2,-0.07066648547135834,9.797375538597048,-1.5929509282383354,0.11178487406737184,0.9999970699667557,-4.298138840991941
STAB1,-0.1294312973382663,8.692376886948072,-1.592424080263549,0.11190314348342659,0.9999970699667557,-4.298689463885269
SOX15,-0.16158856878455197,7.394949583585096,-1.592286966325933,0.11193393972073357,0.9999970699667557,-4.298832735847507
SLIT1,0.1463518563963344,6.276882194327864,1.591853798377005,0.11203127470450842,0.9999970699667557,-4.299285278135199
ELP3,0.10233046352423258,8.928139472180728,1.5917303405319556,0.11205902855083233,0.9999970699667557,-4.2994142356386265
P2RX5,-0.1320926728712042,9.293057440458233,-1.5914976799797254,0.11211134641001183,0.9999970699667557,-4.2996572336584205
AMBRA1,0.15590770688579791,7.542740082580676,1.5909162630712819,0.11224217280165996,0.9999970699667557,-4.300264330559407
WEE1,0.14060980695610503,8.602384201242598,1.5886722963047917,0.11274822717429198,0.9999970699667557,-4.3026053557991535
CAMK4,0.15579831781749576,6.559236956640467,1.588223881595069,0.11284956855301027,0.9999970699667557,-4.303072774886104
MCF2L,-0.14750859204130595,6.7160873686563205,-1.5882170080540385,0.11285112252808843,0.9999970699667557,-4.303079938723075
PARP2,0.08609929565036722,8.935367759855053,1.5880049220074468,0.11289907940661731,0.9999970699667557,-4.303300966936206
LYVE1,-0.1387868893819748,7.667208283365937,-1.5877101299416665,0.11296576451684172,0.9999970699667557,-4.303608139908826
CD99,-0.11341729060888639,9.350346936064426,-1.5876039373906872,0.11298979403035131,0.9999970699667557,-4.303718778628347
MOXD1,0.14349580542829088,8.401615840837602,1.5875150854029303,0.11300990278224463,0.9999970699667557,-4.3038113451418765
UBR2,-0.1350475092230088,8.645867065820982,-1.5871295834222536,0.11309718135157841,0.9999970699667557,-4.304212904113163
SYN3,-0.15625634444836933,5.816196124486458,-1.58706777473389,0.11311117994001221,0.9999970699667557,-4.3042772783138465
PRR4,0.14508889688253568,7.983436610492406,1.5869886154887847,0.11312911012624256,0.9999970699667557,-4.304359719632676
GGCT,0.11438631687391698,9.646870493987556,1.586606782920447,0.11321562972918361,0.9999970699667557,-4.304757326611479
TSHB,0.09541829206312258,5.051018780401542,1.5864790689413302,0.11324458015970092,0.9999970699667557,-4.304890295684656
S100A13,-0.12664925665282212,9.653558855596915,-1.5862354628571405,0.11329981743711318,0.9999970699667557,-4.3051438962251645
MXI1,0.1429526650938353,7.728359593087194,1.5861963904478753,0.11330867902213948,0.9999970699667557,-4.305184568086106
AHSG,0.14998670975172868,5.671524202689083,1.5860407219219013,0.11334398993212169,0.9999970699667557,-4.305346599176247
COL4A1,-0.14008640119073057,10.396765276477728,-1.5852614273050625,0.11352089114876376,0.9999970699667557,-4.306157509570306
CER1,0.13538917323319488,5.860772906371989,1.5852287582187512,0.11352831184811946,0.9999970699667557,-4.3061914954425475
FXYD1,0.15294234018206687,7.090467638430748,1.5850193517670768,0.11357588708844422,0.9999970699667557,-4.3064093259791765
